suhu udara,kelembaban udara,suhu tanah,kelembaban tanah,cahaya,arus solar,arus aki,tegangan solar,tegangan aki,status,frequency,support
panas,kering,sedang,sedang,terang,sedang,maksimal,tinggi,rendah,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,sedang,minimal,cukup,normal,cerah kering,58,0.0009687656589276766
panas,kering,sedang,sedang,terang,sedang,minimal,cukup,rendah,cerah kering,13,0.00021713713044930682
panas,kering,sedang,sedang,terang,sedang,minimal,lemah,normal,cerah kering,16,0.00026724569901453147
panas,kering,sedang,sedang,terang,sedang,minimal,lemah,rendah,cerah kering,2,3.3405712376816434e-05
panas,kering,sedang,sedang,terang,sedang,minimal,tinggi,normal,cerah kering,12,0.00020043427426089862
panas,kering,sedang,sedang,terang,sedang,minimal,tinggi,rendah,cerah kering,2,3.3405712376816434e-05
panas,kering,sedang,sedang,terang,sedang,sedang,cukup,maksimal,cerah siram,12,0.00020043427426089862
panas,kering,sedang,sedang,terang,sedang,sedang,cukup,normal,cerah kering,156,0.002605645565391682
panas,kering,sedang,sedang,terang,sedang,sedang,cukup,normal,cerah siram,24,0.00040086854852179724
panas,kering,sedang,sedang,terang,sedang,sedang,cukup,rendah,cerah kering,33,0.0005511942542174712
panas,kering,sedang,sedang,terang,sedang,sedang,cukup,rendah,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,sedang,sedang,lemah,normal,cerah kering,20,0.00033405712376816435
panas,kering,sedang,sedang,terang,sedang,sedang,lemah,normal,cerah siram,10,0.00016702856188408218
panas,kering,sedang,sedang,terang,sedang,sedang,lemah,rendah,cerah kering,4,6.681142475363287e-05
panas,kering,sedang,sedang,terang,sedang,sedang,lemah,rendah,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,sedang,sedang,tinggi,normal,cerah kering,27,0.00045097711708702186
panas,kering,sedang,sedang,terang,sedang,sedang,tinggi,normal,cerah siram,5,8.351428094204109e-05
panas,kering,sedang,sedang,terang,sedang,sedang,tinggi,rendah,cerah kering,4,6.681142475363287e-05
panas,kering,sedang,sedang,terang,tinggi,maksimal,cukup,maksimal,cerah siram,5,8.351428094204109e-05
panas,kering,sedang,sedang,terang,tinggi,maksimal,cukup,normal,cerah siram,11,0.00018373141807249038
panas,kering,sedang,sedang,terang,tinggi,maksimal,cukup,rendah,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,tinggi,maksimal,lemah,maksimal,cerah siram,2,3.3405712376816434e-05
panas,kering,sedang,sedang,terang,tinggi,maksimal,lemah,normal,cerah siram,3,5.0108568565224654e-05
panas,kering,sedang,sedang,terang,tinggi,maksimal,tinggi,normal,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,tinggi,maksimal,tinggi,rendah,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,tinggi,minimal,cukup,normal,cerah kering,28,0.0004676799732754301
panas,kering,sedang,sedang,terang,tinggi,minimal,cukup,rendah,cerah kering,4,6.681142475363287e-05
panas,kering,sedang,sedang,terang,tinggi,minimal,lemah,normal,cerah kering,4,6.681142475363287e-05
panas,kering,sedang,sedang,terang,tinggi,minimal,lemah,rendah,cerah kering,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,tinggi,minimal,tinggi,normal,cerah kering,5,8.351428094204109e-05
panas,kering,sedang,sedang,terang,tinggi,sedang,cukup,maksimal,cerah siram,6,0.00010021713713044931
panas,kering,sedang,sedang,terang,tinggi,sedang,cukup,normal,cerah kering,98,0.0016368799064640054
panas,kering,sedang,sedang,terang,tinggi,sedang,cukup,normal,cerah siram,15,0.00025054284282612327
panas,kering,sedang,sedang,terang,tinggi,sedang,cukup,rendah,cerah kering,10,0.00016702856188408218
panas,kering,sedang,sedang,terang,tinggi,sedang,cukup,rendah,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,tinggi,sedang,lemah,maksimal,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,tinggi,sedang,lemah,normal,cerah kering,12,0.00020043427426089862
panas,kering,sedang,sedang,terang,tinggi,sedang,lemah,normal,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,tinggi,sedang,lemah,rendah,cerah kering,2,3.3405712376816434e-05
panas,kering,sedang,sedang,terang,tinggi,sedang,tinggi,normal,cerah kering,12,0.00020043427426089862
panas,kering,sedang,sedang,terang,tinggi,sedang,tinggi,normal,cerah siram,1,1.6702856188408217e-05
panas,kering,sedang,sedang,terang,tinggi,sedang,tinggi,rendah,cerah kering,2,3.3405712376816434e-05
panas,lembab,dingin,lembab,berawan,sedang,maksimal,cukup,maksimal,cerah siram,46,0.0007683313846667781
panas,lembab,dingin,lembab,berawan,sedang,maksimal,cukup,normal,cerah siram,154,0.0025722398530148654
panas,lembab,dingin,lembab,berawan,sedang,maksimal,cukup,rendah,cerah siram,15,0.00025054284282612327
panas,lembab,dingin,lembab,berawan,sedang,maksimal,lemah,maksimal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,lembab,berawan,sedang,maksimal,lemah,normal,cerah siram,31,0.0005177885418406547
panas,lembab,dingin,lembab,berawan,sedang,maksimal,lemah,rendah,cerah siram,7,0.00011691999331885753
panas,lembab,dingin,lembab,berawan,sedang,maksimal,tinggi,maksimal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,lembab,berawan,sedang,maksimal,tinggi,normal,cerah siram,18,0.00030065141139134794
panas,lembab,dingin,lembab,berawan,sedang,maksimal,tinggi,rendah,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,lembab,berawan,sedang,sedang,cukup,maksimal,cerah siram,56,0.0009353599465508602
panas,lembab,dingin,lembab,berawan,sedang,sedang,cukup,normal,cerah siram,181,0.0030232169701018873
panas,lembab,dingin,lembab,berawan,sedang,sedang,cukup,rendah,cerah siram,19,0.00031735426757975615
panas,lembab,dingin,lembab,berawan,sedang,sedang,lemah,maksimal,cerah siram,10,0.00016702856188408218
panas,lembab,dingin,lembab,berawan,sedang,sedang,lemah,normal,cerah siram,26,0.00043427426089861365
panas,lembab,dingin,lembab,berawan,sedang,sedang,lemah,rendah,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,lembab,berawan,sedang,sedang,tinggi,maksimal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,lembab,berawan,sedang,sedang,tinggi,normal,cerah siram,22,0.00036746283614498077
panas,lembab,dingin,lembab,berawan,sedang,sedang,tinggi,rendah,cerah siram,7,0.00011691999331885753
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,cukup,maksimal,cerah siram,35,0.0005845999665942877
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,cukup,normal,cerah siram,100,0.0016702856188408218
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,cukup,rendah,cerah siram,7,0.00011691999331885753
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,lemah,maksimal,cerah siram,5,8.351428094204109e-05
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,lemah,normal,cerah siram,16,0.00026724569901453147
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,lemah,rendah,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,tinggi,maksimal,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,tinggi,normal,cerah siram,26,0.00043427426089861365
panas,lembab,dingin,lembab,berawan,tinggi,maksimal,tinggi,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,lembab,berawan,tinggi,sedang,cukup,maksimal,cerah siram,36,0.0006013028227826959
panas,lembab,dingin,lembab,berawan,tinggi,sedang,cukup,normal,cerah siram,83,0.0013863370636378821
panas,lembab,dingin,lembab,berawan,tinggi,sedang,cukup,rendah,cerah siram,10,0.00016702856188408218
panas,lembab,dingin,lembab,berawan,tinggi,sedang,lemah,maksimal,cerah siram,8,0.00013362284950726574
panas,lembab,dingin,lembab,berawan,tinggi,sedang,lemah,normal,cerah siram,8,0.00013362284950726574
panas,lembab,dingin,lembab,berawan,tinggi,sedang,lemah,rendah,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,lembab,berawan,tinggi,sedang,tinggi,maksimal,cerah siram,7,0.00011691999331885753
panas,lembab,dingin,lembab,berawan,tinggi,sedang,tinggi,normal,cerah siram,15,0.00025054284282612327
panas,lembab,dingin,lembab,berawan,tinggi,sedang,tinggi,rendah,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,lembab,terang,sedang,maksimal,cukup,maksimal,cerah siram,38,0.0006347085351595123
panas,lembab,dingin,lembab,terang,sedang,maksimal,cukup,normal,cerah siram,106,0.001770502755971271
panas,lembab,dingin,lembab,terang,sedang,maksimal,cukup,rendah,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,lembab,terang,sedang,maksimal,lemah,maksimal,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,lembab,terang,sedang,maksimal,lemah,normal,cerah siram,19,0.00031735426757975615
panas,lembab,dingin,lembab,terang,sedang,maksimal,lemah,rendah,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,lembab,terang,sedang,maksimal,tinggi,maksimal,cerah siram,5,8.351428094204109e-05
panas,lembab,dingin,lembab,terang,sedang,maksimal,tinggi,normal,cerah siram,14,0.00023383998663771506
panas,lembab,dingin,lembab,terang,sedang,sedang,cukup,maksimal,cerah siram,30,0.0005010856856522465
panas,lembab,dingin,lembab,terang,sedang,sedang,cukup,normal,cerah siram,101,0.00168698847502923
panas,lembab,dingin,lembab,terang,sedang,sedang,cukup,rendah,cerah siram,13,0.00021713713044930682
panas,lembab,dingin,lembab,terang,sedang,sedang,lemah,maksimal,cerah siram,6,0.00010021713713044931
panas,lembab,dingin,lembab,terang,sedang,sedang,lemah,normal,cerah siram,14,0.00023383998663771506
panas,lembab,dingin,lembab,terang,sedang,sedang,lemah,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,lembab,terang,sedang,sedang,tinggi,maksimal,cerah siram,5,8.351428094204109e-05
panas,lembab,dingin,lembab,terang,sedang,sedang,tinggi,normal,cerah siram,18,0.00030065141139134794
panas,lembab,dingin,lembab,terang,sedang,sedang,tinggi,rendah,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,lembab,terang,tinggi,maksimal,cukup,maksimal,cerah siram,18,0.00030065141139134794
panas,lembab,dingin,lembab,terang,tinggi,maksimal,cukup,normal,cerah siram,51,0.0008518456656088191
panas,lembab,dingin,lembab,terang,tinggi,maksimal,cukup,rendah,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,lembab,terang,tinggi,maksimal,lemah,maksimal,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,lembab,terang,tinggi,maksimal,lemah,normal,cerah siram,10,0.00016702856188408218
panas,lembab,dingin,lembab,terang,tinggi,maksimal,lemah,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,lembab,terang,tinggi,maksimal,tinggi,maksimal,cerah siram,6,0.00010021713713044931
panas,lembab,dingin,lembab,terang,tinggi,maksimal,tinggi,normal,cerah siram,10,0.00016702856188408218
panas,lembab,dingin,lembab,terang,tinggi,maksimal,tinggi,rendah,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,lembab,terang,tinggi,sedang,cukup,maksimal,cerah siram,15,0.00025054284282612327
panas,lembab,dingin,lembab,terang,tinggi,sedang,cukup,normal,cerah siram,65,0.0010856856522465342
panas,lembab,dingin,lembab,terang,tinggi,sedang,cukup,rendah,cerah siram,5,8.351428094204109e-05
panas,lembab,dingin,lembab,terang,tinggi,sedang,lemah,maksimal,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,lembab,terang,tinggi,sedang,lemah,normal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,lembab,terang,tinggi,sedang,tinggi,maksimal,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,lembab,terang,tinggi,sedang,tinggi,normal,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,lembab,terang,tinggi,sedang,tinggi,rendah,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,berawan,sedang,maksimal,cukup,maksimal,cerah siram,29,0.0004843828294638383
panas,lembab,dingin,sedang,berawan,sedang,maksimal,cukup,normal,cerah siram,52,0.0008685485217972273
panas,lembab,dingin,sedang,berawan,sedang,maksimal,cukup,rendah,cerah siram,7,0.00011691999331885753
panas,lembab,dingin,sedang,berawan,sedang,maksimal,lemah,maksimal,cerah siram,5,8.351428094204109e-05
panas,lembab,dingin,sedang,berawan,sedang,maksimal,lemah,normal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,sedang,berawan,sedang,maksimal,lemah,rendah,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,sedang,berawan,sedang,maksimal,tinggi,maksimal,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,berawan,sedang,maksimal,tinggi,normal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,sedang,berawan,sedang,maksimal,tinggi,rendah,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,sedang,berawan,sedang,sedang,cukup,maksimal,cerah siram,18,0.00030065141139134794
panas,lembab,dingin,sedang,berawan,sedang,sedang,cukup,normal,cerah siram,53,0.0008852513779856355
panas,lembab,dingin,sedang,berawan,sedang,sedang,cukup,rendah,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,sedang,berawan,sedang,sedang,lemah,normal,cerah siram,11,0.00018373141807249038
panas,lembab,dingin,sedang,berawan,sedang,sedang,tinggi,maksimal,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,berawan,sedang,sedang,tinggi,normal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,sedang,berawan,sedang,sedang,tinggi,rendah,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,cukup,maksimal,cerah siram,12,0.00020043427426089862
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,cukup,normal,cerah siram,32,0.0005344913980290629
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,cukup,rendah,cerah siram,7,0.00011691999331885753
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,lemah,maksimal,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,lemah,normal,cerah siram,5,8.351428094204109e-05
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,lemah,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,tinggi,maksimal,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,tinggi,normal,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,sedang,berawan,tinggi,maksimal,tinggi,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,berawan,tinggi,sedang,cukup,maksimal,cerah siram,16,0.00026724569901453147
panas,lembab,dingin,sedang,berawan,tinggi,sedang,cukup,normal,cerah siram,34,0.0005678971104058794
panas,lembab,dingin,sedang,berawan,tinggi,sedang,cukup,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,berawan,tinggi,sedang,lemah,maksimal,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,berawan,tinggi,sedang,lemah,normal,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,sedang,berawan,tinggi,sedang,lemah,rendah,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,sedang,berawan,tinggi,sedang,tinggi,maksimal,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,berawan,tinggi,sedang,tinggi,normal,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,sedang,berawan,tinggi,sedang,tinggi,rendah,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,terang,sedang,maksimal,cukup,maksimal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,sedang,terang,sedang,maksimal,cukup,normal,cerah siram,42,0.0007015199599131451
panas,lembab,dingin,sedang,terang,sedang,maksimal,cukup,rendah,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,sedang,terang,sedang,maksimal,lemah,maksimal,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,sedang,terang,sedang,maksimal,lemah,normal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,sedang,terang,sedang,maksimal,lemah,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,terang,sedang,maksimal,tinggi,maksimal,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,sedang,terang,sedang,maksimal,tinggi,normal,cerah siram,9,0.00015032570569567397
panas,lembab,dingin,sedang,terang,sedang,sedang,cukup,maksimal,cerah siram,22,0.00036746283614498077
panas,lembab,dingin,sedang,terang,sedang,sedang,cukup,normal,cerah siram,31,0.0005177885418406547
panas,lembab,dingin,sedang,terang,sedang,sedang,cukup,rendah,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,sedang,terang,sedang,sedang,lemah,maksimal,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,terang,sedang,sedang,lemah,normal,cerah siram,7,0.00011691999331885753
panas,lembab,dingin,sedang,terang,sedang,sedang,lemah,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,terang,sedang,sedang,tinggi,maksimal,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,terang,sedang,sedang,tinggi,normal,cerah siram,3,5.0108568565224654e-05
panas,lembab,dingin,sedang,terang,sedang,sedang,tinggi,rendah,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,terang,tinggi,maksimal,cukup,maksimal,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,sedang,terang,tinggi,maksimal,cukup,normal,cerah siram,16,0.00026724569901453147
panas,lembab,dingin,sedang,terang,tinggi,maksimal,cukup,rendah,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,terang,tinggi,maksimal,lemah,maksimal,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,terang,tinggi,maksimal,lemah,normal,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,terang,tinggi,maksimal,tinggi,maksimal,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,terang,tinggi,maksimal,tinggi,normal,cerah siram,4,6.681142475363287e-05
panas,lembab,dingin,sedang,terang,tinggi,sedang,cukup,maksimal,cerah siram,10,0.00016702856188408218
panas,lembab,dingin,sedang,terang,tinggi,sedang,cukup,normal,cerah siram,21,0.00035075997995657256
panas,lembab,dingin,sedang,terang,tinggi,sedang,lemah,maksimal,cerah siram,2,3.3405712376816434e-05
panas,lembab,dingin,sedang,terang,tinggi,sedang,lemah,normal,cerah siram,7,0.00011691999331885753
panas,lembab,dingin,sedang,terang,tinggi,sedang,tinggi,maksimal,cerah siram,1,1.6702856188408217e-05
panas,lembab,dingin,sedang,terang,tinggi,sedang,tinggi,normal,cerah siram,6,0.00010021713713044931
panas,lembab,panas,kering,berawan,sedang,minimal,cukup,normal,cerah kering,45,0.0007516285284783699
panas,lembab,panas,kering,berawan,sedang,minimal,cukup,rendah,cerah kering,11,0.00018373141807249038
panas,lembab,panas,kering,berawan,sedang,minimal,lemah,normal,cerah kering,11,0.00018373141807249038
panas,lembab,panas,kering,berawan,sedang,minimal,lemah,rendah,cerah kering,2,3.3405712376816434e-05
panas,lembab,panas,kering,berawan,sedang,minimal,tinggi,normal,cerah kering,7,0.00011691999331885753
panas,lembab,panas,kering,berawan,sedang,minimal,tinggi,rendah,cerah kering,2,3.3405712376816434e-05
panas,lembab,panas,kering,berawan,sedang,sedang,cukup,normal,cerah kering,107,0.0017872056121596793
panas,lembab,panas,kering,berawan,sedang,sedang,cukup,rendah,cerah kering,24,0.00040086854852179724
panas,lembab,panas,kering,berawan,sedang,sedang,lemah,normal,cerah kering,8,0.00013362284950726574
panas,lembab,panas,kering,berawan,sedang,sedang,lemah,rendah,cerah kering,6,0.00010021713713044931
panas,lembab,panas,kering,berawan,sedang,sedang,tinggi,normal,cerah kering,16,0.00026724569901453147
panas,lembab,panas,kering,berawan,sedang,sedang,tinggi,rendah,cerah kering,5,8.351428094204109e-05
panas,lembab,panas,kering,berawan,tinggi,minimal,cukup,normal,cerah kering,16,0.00026724569901453147
panas,lembab,panas,kering,berawan,tinggi,minimal,cukup,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,kering,berawan,tinggi,minimal,lemah,normal,cerah kering,4,6.681142475363287e-05
panas,lembab,panas,kering,berawan,tinggi,minimal,lemah,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,kering,berawan,tinggi,minimal,tinggi,normal,cerah kering,3,5.0108568565224654e-05
panas,lembab,panas,kering,berawan,tinggi,sedang,cukup,normal,cerah kering,60,0.001002171371304493
panas,lembab,panas,kering,berawan,tinggi,sedang,cukup,rendah,cerah kering,15,0.00025054284282612327
panas,lembab,panas,kering,berawan,tinggi,sedang,lemah,normal,cerah kering,9,0.00015032570569567397
panas,lembab,panas,kering,berawan,tinggi,sedang,lemah,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,kering,berawan,tinggi,sedang,tinggi,normal,cerah kering,3,5.0108568565224654e-05
panas,lembab,panas,kering,berawan,tinggi,sedang,tinggi,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,kering,terang,sedang,minimal,cukup,normal,cerah kering,25,0.00041757140471020544
panas,lembab,panas,kering,terang,sedang,minimal,cukup,rendah,cerah kering,3,5.0108568565224654e-05
panas,lembab,panas,kering,terang,sedang,minimal,lemah,normal,cerah kering,7,0.00011691999331885753
panas,lembab,panas,kering,terang,sedang,sedang,cukup,normal,cerah kering,56,0.0009353599465508602
panas,lembab,panas,kering,terang,sedang,sedang,cukup,rendah,cerah kering,11,0.00018373141807249038
panas,lembab,panas,kering,terang,sedang,sedang,lemah,normal,cerah kering,8,0.00013362284950726574
panas,lembab,panas,kering,terang,sedang,sedang,lemah,rendah,cerah kering,2,3.3405712376816434e-05
panas,lembab,panas,kering,terang,sedang,sedang,tinggi,normal,cerah kering,12,0.00020043427426089862
panas,lembab,panas,kering,terang,sedang,sedang,tinggi,rendah,cerah kering,2,3.3405712376816434e-05
panas,lembab,panas,kering,terang,tinggi,minimal,cukup,normal,cerah kering,22,0.00036746283614498077
panas,lembab,panas,kering,terang,tinggi,minimal,lemah,normal,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,kering,terang,tinggi,minimal,lemah,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,kering,terang,tinggi,sedang,cukup,normal,cerah kering,34,0.0005678971104058794
panas,lembab,panas,kering,terang,tinggi,sedang,cukup,rendah,cerah kering,2,3.3405712376816434e-05
panas,lembab,panas,kering,terang,tinggi,sedang,lemah,normal,cerah kering,8,0.00013362284950726574
panas,lembab,panas,kering,terang,tinggi,sedang,tinggi,normal,cerah kering,6,0.00010021713713044931
panas,lembab,panas,kering,terang,tinggi,sedang,tinggi,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,sedang,berawan,sedang,minimal,cukup,normal,cerah kering,53,0.0008852513779856355
panas,lembab,panas,sedang,berawan,sedang,minimal,cukup,rendah,cerah kering,12,0.00020043427426089862
panas,lembab,panas,sedang,berawan,sedang,minimal,lemah,normal,cerah kering,8,0.00013362284950726574
panas,lembab,panas,sedang,berawan,sedang,minimal,lemah,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,sedang,berawan,sedang,minimal,tinggi,normal,cerah kering,8,0.00013362284950726574
panas,lembab,panas,sedang,berawan,sedang,minimal,tinggi,rendah,cerah kering,4,6.681142475363287e-05
panas,lembab,panas,sedang,berawan,sedang,sedang,cukup,normal,cerah kering,115,0.001920828461666945
panas,lembab,panas,sedang,berawan,sedang,sedang,cukup,rendah,cerah kering,27,0.00045097711708702186
panas,lembab,panas,sedang,berawan,sedang,sedang,lemah,normal,cerah kering,32,0.0005344913980290629
panas,lembab,panas,sedang,berawan,sedang,sedang,lemah,rendah,cerah kering,3,5.0108568565224654e-05
panas,lembab,panas,sedang,berawan,sedang,sedang,tinggi,normal,cerah kering,18,0.00030065141139134794
panas,lembab,panas,sedang,berawan,sedang,sedang,tinggi,rendah,cerah kering,6,0.00010021713713044931
panas,lembab,panas,sedang,berawan,tinggi,minimal,cukup,normal,cerah kering,39,0.0006514113913479205
panas,lembab,panas,sedang,berawan,tinggi,minimal,cukup,rendah,cerah kering,5,8.351428094204109e-05
panas,lembab,panas,sedang,berawan,tinggi,minimal,lemah,normal,cerah kering,6,0.00010021713713044931
panas,lembab,panas,sedang,berawan,tinggi,minimal,tinggi,normal,cerah kering,6,0.00010021713713044931
panas,lembab,panas,sedang,berawan,tinggi,minimal,tinggi,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,sedang,berawan,tinggi,sedang,cukup,normal,cerah kering,90,0.0015032570569567397
panas,lembab,panas,sedang,berawan,tinggi,sedang,cukup,rendah,cerah kering,13,0.00021713713044930682
panas,lembab,panas,sedang,berawan,tinggi,sedang,lemah,normal,cerah kering,12,0.00020043427426089862
panas,lembab,panas,sedang,berawan,tinggi,sedang,lemah,rendah,cerah kering,3,5.0108568565224654e-05
panas,lembab,panas,sedang,berawan,tinggi,sedang,tinggi,normal,cerah kering,20,0.00033405712376816435
panas,lembab,panas,sedang,berawan,tinggi,sedang,tinggi,rendah,cerah kering,3,5.0108568565224654e-05
panas,lembab,panas,sedang,terang,sedang,minimal,cukup,normal,cerah kering,32,0.0005344913980290629
panas,lembab,panas,sedang,terang,sedang,minimal,cukup,rendah,cerah kering,4,6.681142475363287e-05
panas,lembab,panas,sedang,terang,sedang,minimal,lemah,normal,cerah kering,6,0.00010021713713044931
panas,lembab,panas,sedang,terang,sedang,minimal,tinggi,normal,cerah kering,7,0.00011691999331885753
panas,lembab,panas,sedang,terang,sedang,minimal,tinggi,rendah,cerah kering,4,6.681142475363287e-05
panas,lembab,panas,sedang,terang,sedang,sedang,cukup,normal,cerah kering,94,0.0015700684817103725
panas,lembab,panas,sedang,terang,sedang,sedang,cukup,rendah,cerah kering,19,0.00031735426757975615
panas,lembab,panas,sedang,terang,sedang,sedang,lemah,normal,cerah kering,6,0.00010021713713044931
panas,lembab,panas,sedang,terang,sedang,sedang,tinggi,normal,cerah kering,14,0.00023383998663771506
panas,lembab,panas,sedang,terang,sedang,sedang,tinggi,rendah,cerah kering,1,1.6702856188408217e-05
panas,lembab,panas,sedang,terang,tinggi,minimal,cukup,normal,cerah kering,26,0.00043427426089861365
panas,lembab,panas,sedang,terang,tinggi,minimal,cukup,rendah,cerah kering,5,8.351428094204109e-05
panas,lembab,panas,sedang,terang,tinggi,minimal,lemah,normal,cerah kering,3,5.0108568565224654e-05
panas,lembab,panas,sedang,terang,tinggi,minimal,lemah,rendah,cerah kering,2,3.3405712376816434e-05
panas,lembab,panas,sedang,terang,tinggi,minimal,tinggi,normal,cerah kering,4,6.681142475363287e-05
panas,lembab,panas,sedang,terang,tinggi,minimal,tinggi,rendah,cerah kering,3,5.0108568565224654e-05
panas,lembab,panas,sedang,terang,tinggi,sedang,cukup,normal,cerah kering,54,0.0009019542341740437
panas,lembab,panas,sedang,terang,tinggi,sedang,cukup,rendah,cerah kering,6,0.00010021713713044931
panas,lembab,panas,sedang,terang,tinggi,sedang,lemah,normal,cerah kering,5,8.351428094204109e-05
panas,lembab,panas,sedang,terang,tinggi,sedang,lemah,rendah,cerah kering,1,1.6702856188408217e-05
